,age,job,marital,loan,day,duration,pdays,previous,poutcome,y
2832,36,management,married,no,3,26,197,1,failure,no
2833,38,retired,single,no,19,212,-1,0,unknown,no
2834,59,housemaid,married,no,13,119,-1,0,unknown,no
2835,37,management,married,no,7,205,-1,0,unknown,no
2836,29,self-employed,married,no,3,73,-1,0,unknown,no
2837,43,blue-collar,married,yes,20,1258,122,2,other,yes
2838,33,technician,married,no,29,57,-1,0,unknown,no
2839,54,housemaid,divorced,no,5,115,-1,0,unknown,no
2840,55,services,married,no,19,58,-1,0,unknown,no
2841,32,technician,single,no,11,238,-1,0,unknown,no
2842,48,management,married,no,20,207,-1,0,unknown,no
2843,33,management,single,no,3,178,-1,0,unknown,no
2844,46,admin.,married,no,14,20,-1,0,unknown,no
2845,44,management,married,no,11,188,-1,0,unknown,yes
2846,47,blue-collar,married,no,14,143,370,2,failure,no
2847,38,technician,married,no,25,232,96,4,success,yes
2848,80,retired,married,no,7,127,-1,0,unknown,no
2849,40,self-employed,married,yes,8,380,295,1,failure,no
2850,43,entrepreneur,married,no,19,167,-1,0,unknown,no
2851,32,technician,single,no,22,796,109,1,failure,yes
2852,39,management,married,no,13,303,-1,0,unknown,no
2853,33,technician,married,no,17,407,-1,0,unknown,no
2854,31,technician,single,yes,16,229,-1,0,unknown,no
2855,36,management,single,no,11,108,-1,0,unknown,no
2856,35,management,single,no,25,265,-1,0,unknown,no
2857,25,services,single,no,25,168,-1,0,unknown,no
2858,33,management,single,no,17,97,-1,0,unknown,no
2859,23,blue-collar,single,no,15,169,346,1,failure,no
2860,31,management,single,no,23,103,484,2,other,no
2861,36,management,married,yes,3,599,-1,0,unknown,no
2862,44,technician,single,no,29,322,-1,0,unknown,no
2863,31,management,single,no,21,304,-1,0,unknown,no
2864,55,blue-collar,married,no,12,52,-1,0,unknown,no
2865,51,housemaid,divorced,no,18,655,-1,0,unknown,yes
2866,36,admin.,married,yes,9,101,-1,0,unknown,no
2867,27,unemployed,single,no,3,65,-1,0,unknown,no
2868,40,services,married,no,15,173,-1,0,unknown,no
2869,49,services,married,no,14,162,-1,0,unknown,no
2870,59,retired,married,no,14,78,-1,0,unknown,no
2871,32,management,married,no,14,646,-1,0,unknown,yes
2872,42,retired,single,no,30,114,-1,0,unknown,no
2873,35,management,divorced,no,4,141,-1,0,unknown,no
2874,29,blue-collar,single,no,15,133,-1,0,unknown,no
2875,29,technician,single,no,6,1994,-1,0,unknown,no
2876,37,blue-collar,single,no,6,140,-1,0,unknown,no
2877,49,admin.,married,no,15,82,-1,0,unknown,no
2878,51,services,divorced,no,17,150,-1,0,unknown,no
2879,61,housemaid,married,no,27,605,187,1,other,no
2880,43,management,married,no,18,164,110,2,other,no
2881,42,services,married,no,19,36,-1,0,unknown,no
2882,24,blue-collar,married,yes,27,290,-1,0,unknown,no
2883,46,self-employed,married,no,29,104,-1,0,unknown,no
2884,23,admin.,single,no,12,413,-1,0,unknown,no
2885,26,services,single,no,12,153,-1,0,unknown,no
2886,43,blue-collar,divorced,no,15,237,-1,0,unknown,no
2887,35,technician,single,no,25,743,-1,0,unknown,yes
2888,38,technician,married,no,28,82,-1,0,unknown,no
2889,56,unemployed,divorced,no,15,924,-1,0,unknown,no
2890,31,services,married,no,17,117,-1,0,unknown,no
2891,32,management,single,no,5,550,-1,0,unknown,yes
2892,28,services,single,yes,24,5,-1,0,unknown,no
2893,26,admin.,divorced,no,13,181,-1,0,unknown,no
2894,49,management,married,no,17,325,-1,0,unknown,no
2895,33,admin.,married,no,27,345,-1,0,unknown,no
2896,80,retired,married,no,6,331,-1,0,unknown,no
2897,40,blue-collar,married,yes,7,112,-1,0,unknown,no
2898,42,technician,divorced,no,30,115,-1,0,unknown,no
2899,46,blue-collar,married,no,20,381,-1,0,unknown,no
2900,32,management,single,no,7,119,99,3,failure,no
2901,37,services,single,no,28,25,-1,0,unknown,no
2902,32,student,married,no,28,929,-1,0,unknown,no
2903,53,management,married,no,14,429,-1,0,unknown,no
2904,39,management,married,no,20,491,326,1,other,no
2905,31,technician,divorced,no,18,146,-1,0,unknown,no
2906,34,management,single,no,21,191,-1,0,unknown,no
2907,44,technician,married,no,8,406,-1,0,unknown,no
2908,35,technician,married,no,9,220,-1,0,unknown,no
2909,39,admin.,married,no,30,253,-1,0,unknown,no
2910,55,services,married,no,30,340,-1,0,unknown,no
2911,34,housemaid,married,no,30,154,-1,0,unknown,yes
2912,39,technician,married,yes,11,121,-1,0,unknown,no
2913,58,retired,married,no,27,104,-1,0,unknown,no
2914,37,blue-collar,married,no,5,127,258,4,failure,no
2915,56,retired,divorced,no,29,144,102,1,other,yes
2916,32,admin.,single,no,19,149,-1,0,unknown,no
2917,41,technician,single,no,4,261,184,6,success,yes
2918,29,admin.,single,no,29,87,120,1,failure,no
2919,44,management,married,no,21,719,-1,0,unknown,no
2920,24,blue-collar,married,no,27,292,-1,0,unknown,no
2921,43,management,single,no,2,145,-1,0,unknown,no
2922,26,admin.,married,no,30,52,-1,0,unknown,no
2923,39,admin.,married,no,17,146,281,1,failure,no
2924,49,blue-collar,married,no,6,451,169,2,failure,yes
2925,52,blue-collar,divorced,yes,9,167,-1,0,unknown,no
2926,33,blue-collar,married,no,19,98,-1,0,unknown,no
2927,30,blue-collar,married,no,29,238,-1,0,unknown,no
2928,32,technician,single,no,27,85,-1,0,unknown,no
2929,27,management,single,no,30,323,-1,0,unknown,no
2930,58,blue-collar,married,no,17,116,-1,0,unknown,no
2931,46,retired,married,no,7,304,-1,0,unknown,no
2932,28,management,single,no,10,267,-1,0,unknown,no
2933,39,services,married,no,23,201,-1,0,unknown,no
2934,41,services,married,no,11,105,336,2,failure,no
2935,38,services,married,no,23,193,-1,0,unknown,no
2936,50,unemployed,divorced,no,30,113,-1,0,unknown,no
2937,56,services,married,no,29,151,-1,0,unknown,no
2938,34,technician,married,no,20,200,-1,0,unknown,no
2939,33,blue-collar,divorced,no,16,145,-1,0,unknown,no
2940,61,technician,married,no,21,214,-1,0,unknown,yes
2941,36,admin.,single,yes,9,36,-1,0,unknown,no
2942,34,technician,married,yes,18,58,-1,0,unknown,no
2943,36,blue-collar,married,no,6,174,-1,0,unknown,no
2944,45,management,married,no,30,587,-1,0,unknown,yes
2945,27,student,single,no,25,112,-1,0,unknown,no
2946,45,admin.,married,no,14,175,-1,0,unknown,no
2947,40,self-employed,married,no,17,279,-1,0,unknown,no
2948,36,management,single,no,16,270,-1,0,unknown,yes
2949,46,blue-collar,married,no,6,116,169,3,failure,no
2950,37,entrepreneur,married,no,27,129,-1,0,unknown,no
2951,36,technician,married,no,13,38,369,4,failure,no
2952,37,admin.,married,yes,28,138,-1,0,unknown,no
2953,22,student,single,no,19,338,-1,0,unknown,yes
2954,51,services,married,yes,26,565,-1,0,unknown,no
2955,49,technician,married,no,13,77,-1,0,unknown,no
2956,35,management,married,yes,19,314,124,1,failure,no
2957,50,housemaid,married,no,20,179,-1,0,unknown,no
2958,31,services,married,yes,7,294,-1,0,unknown,no
2959,47,services,single,no,5,298,-1,0,unknown,no
2960,59,blue-collar,married,no,14,427,-1,0,unknown,no
2961,32,blue-collar,married,no,12,87,357,4,failure,no
2962,71,retired,married,no,9,397,-1,0,unknown,yes
2963,31,management,single,no,9,344,295,1,failure,yes
2964,41,blue-collar,married,no,23,74,-1,0,unknown,no
2965,35,blue-collar,married,no,30,148,-1,0,unknown,no
2966,36,management,married,no,6,161,-1,0,unknown,no
2967,46,blue-collar,divorced,no,19,110,-1,0,unknown,no
2968,46,blue-collar,married,no,10,1529,397,1,failure,no
2969,47,technician,married,no,12,236,104,1,success,no
2970,35,management,single,no,8,89,-1,0,unknown,no
2971,37,blue-collar,married,no,17,390,316,1,failure,no
2972,56,admin.,married,no,5,1467,-1,0,unknown,yes
2973,46,admin.,married,yes,15,646,-1,0,unknown,yes
2974,44,management,divorced,no,10,183,-1,0,unknown,no
2975,48,technician,single,no,11,168,-1,0,unknown,no
2976,28,blue-collar,single,no,23,66,-1,0,unknown,no
2977,38,entrepreneur,married,yes,21,160,120,3,failure,no
2978,34,management,single,no,15,14,-1,0,unknown,no
2979,56,technician,married,no,6,220,-1,0,unknown,no
2980,55,retired,divorced,yes,19,1007,-1,0,unknown,yes
2981,44,blue-collar,divorced,no,30,149,-1,0,unknown,no
2982,38,technician,married,no,8,665,-1,0,unknown,no
2983,53,retired,married,no,15,174,-1,0,unknown,no
2984,41,admin.,single,no,23,105,-1,0,unknown,no
2985,34,technician,single,no,13,990,-1,0,unknown,yes
2986,34,management,single,no,19,582,-1,0,unknown,no
2987,35,services,married,no,12,136,-1,0,unknown,no
2988,38,entrepreneur,single,no,10,223,414,4,failure,yes
2989,42,entrepreneur,married,no,8,205,-1,0,unknown,no
2990,56,blue-collar,married,no,14,214,349,1,failure,no
2991,37,management,divorced,no,11,217,-1,0,unknown,no
2992,47,housemaid,married,no,9,171,96,5,success,no
2993,29,blue-collar,married,no,13,50,-1,0,unknown,no
2994,41,management,married,no,5,65,-1,0,unknown,no
2995,43,technician,single,no,5,55,-1,0,unknown,no
2996,38,self-employed,married,no,20,256,-1,0,unknown,no
2997,31,technician,married,yes,21,151,-1,0,unknown,no
2998,32,management,single,no,18,226,-1,0,unknown,no
2999,40,management,married,no,23,97,-1,0,unknown,no
3000,45,admin.,married,yes,22,92,-1,0,unknown,no
3001,43,management,married,no,16,343,-1,0,unknown,no
3002,27,services,single,no,14,493,-1,0,unknown,no
3003,33,management,single,no,20,216,-1,0,unknown,no
3004,37,admin.,married,no,27,224,105,1,other,no
3005,60,admin.,married,no,22,190,188,9,success,yes
3006,51,self-employed,married,no,8,458,-1,0,unknown,yes
3007,44,blue-collar,married,no,20,222,154,1,failure,no
3008,48,management,married,no,8,612,344,1,other,no
3009,57,blue-collar,married,no,17,137,-1,0,unknown,no
3010,29,technician,single,no,7,104,-1,0,unknown,no
3011,50,services,married,no,25,206,-1,0,unknown,no
3012,36,services,married,no,30,172,-1,0,unknown,no
3013,49,technician,married,no,3,152,-1,0,unknown,yes
3014,49,technician,married,no,19,114,-1,0,unknown,no
3015,35,management,married,no,11,89,-1,0,unknown,no
3016,39,technician,single,no,2,158,-1,0,unknown,no
3017,34,blue-collar,married,yes,14,326,-1,0,unknown,no
3018,57,self-employed,married,yes,26,215,-1,0,unknown,no
3019,37,technician,divorced,no,13,53,-1,0,unknown,no
3020,25,services,single,no,21,71,-1,0,unknown,no
3021,43,blue-collar,married,no,8,487,367,2,other,no
3022,37,blue-collar,married,no,12,340,175,1,failure,no
3023,36,blue-collar,single,no,14,183,91,11,failure,no
3024,49,management,divorced,yes,17,131,-1,0,unknown,no
3025,38,management,single,no,29,208,247,2,failure,no
3026,39,management,divorced,no,18,311,-1,0,unknown,no
3027,40,management,married,no,10,147,96,8,success,yes
3028,34,admin.,married,no,23,83,-1,0,unknown,no
3029,39,blue-collar,married,no,17,775,-1,0,unknown,yes
3030,53,blue-collar,married,no,28,25,-1,0,unknown,no
3031,44,management,married,no,23,497,-1,0,unknown,no
3032,32,technician,divorced,no,2,180,-1,0,unknown,no
3033,50,technician,divorced,yes,13,698,292,1,failure,yes
3034,29,services,married,no,4,134,-1,0,unknown,no
3035,55,unemployed,married,no,21,223,186,3,other,no
3036,73,retired,married,no,28,399,-1,0,unknown,yes
3037,52,technician,married,no,13,420,-1,0,unknown,no
3038,49,services,married,no,15,233,-1,0,unknown,no
3039,63,retired,married,no,12,702,-1,0,unknown,no
3040,34,admin.,married,no,9,161,209,2,failure,yes
3041,32,admin.,single,no,18,110,315,2,failure,no
3042,49,housemaid,married,no,8,27,-1,0,unknown,no
3043,40,blue-collar,married,no,12,58,334,1,failure,no
3044,53,entrepreneur,married,no,20,68,-1,0,unknown,no
3045,53,technician,married,no,8,92,-1,0,unknown,no
3046,43,blue-collar,married,yes,15,45,-1,0,unknown,no
3047,35,management,single,no,29,79,-1,0,unknown,no
3048,35,services,single,no,20,11,319,2,other,no
3049,25,student,single,no,15,520,-1,0,unknown,no
3050,31,technician,single,no,17,86,-1,0,unknown,no
3051,48,management,married,no,28,16,-1,0,unknown,no
3052,40,housemaid,married,no,14,154,-1,0,unknown,no
3053,46,blue-collar,married,no,14,91,-1,0,unknown,no
3054,30,services,single,no,29,389,-1,0,unknown,no
3055,47,services,married,yes,21,71,-1,0,unknown,no
3056,23,services,single,no,4,111,-1,0,unknown,no
3057,29,technician,married,no,20,68,-1,0,unknown,no
3058,38,technician,married,no,19,75,177,5,failure,no
3059,56,housemaid,married,yes,8,212,-1,0,unknown,no
3060,52,admin.,married,no,22,91,275,1,failure,no
3061,55,retired,married,no,19,79,-1,0,unknown,no
3062,43,entrepreneur,married,no,29,646,-1,0,unknown,no
3063,34,blue-collar,married,no,11,206,-1,0,unknown,no
3064,43,management,single,no,26,257,474,3,failure,yes
3065,55,services,married,yes,13,81,-1,0,unknown,no
3066,34,blue-collar,married,no,20,470,150,5,other,no
3067,34,management,single,no,9,133,-1,0,unknown,no
3068,43,self-employed,married,no,6,230,-1,0,unknown,no
3069,39,blue-collar,married,no,19,76,-1,0,unknown,no
3070,39,technician,single,no,6,26,-1,0,unknown,no
3071,34,technician,single,no,6,154,197,6,failure,no
3072,55,management,married,yes,30,94,-1,0,unknown,no
3073,67,retired,married,no,6,254,-1,0,unknown,yes
3074,34,entrepreneur,married,yes,9,1156,-1,0,unknown,no
3075,47,blue-collar,married,no,31,248,-1,0,unknown,no
3076,33,blue-collar,married,no,20,884,-1,0,unknown,no
3077,45,entrepreneur,married,yes,18,275,-1,0,unknown,no
3078,36,blue-collar,married,no,28,200,-1,0,unknown,no
3079,59,technician,divorced,no,26,228,-1,0,unknown,no
3080,33,services,married,no,30,475,-1,0,unknown,yes
3081,52,technician,divorced,no,14,393,-1,0,unknown,no
3082,53,blue-collar,married,no,8,156,-1,0,unknown,no
3083,41,unemployed,married,no,9,244,-1,0,unknown,no
3084,45,blue-collar,married,no,13,118,-1,0,unknown,no
3085,60,self-employed,single,no,22,40,-1,0,unknown,no
3086,32,blue-collar,married,no,23,700,-1,0,unknown,no
3087,28,management,single,no,2,97,-1,0,unknown,no
3088,31,technician,single,no,15,252,184,3,success,yes
3089,53,blue-collar,married,yes,14,360,-1,0,unknown,no
3090,58,management,married,no,17,235,-1,0,unknown,no
3091,38,blue-collar,married,no,7,1521,-1,0,unknown,no
3092,46,management,married,no,6,105,366,2,failure,no
3093,53,entrepreneur,married,yes,29,86,-1,0,unknown,no
3094,56,retired,married,no,3,484,135,3,failure,no
3095,52,services,single,no,19,117,-1,0,unknown,no
3096,38,technician,married,no,9,119,-1,0,unknown,no
3097,37,services,married,no,7,359,-1,0,unknown,no
3098,37,blue-collar,married,no,30,109,-1,0,unknown,no
3099,37,technician,married,no,18,236,-1,0,unknown,no
3100,66,retired,married,no,28,203,93,1,failure,no
3101,44,blue-collar,married,no,20,202,-1,0,unknown,no
3102,61,retired,married,yes,3,42,-1,0,unknown,no
3103,34,admin.,married,yes,5,21,-1,0,unknown,no
3104,33,admin.,single,no,18,186,-1,0,unknown,no
3105,30,services,divorced,no,13,172,-1,0,unknown,no
3106,27,services,divorced,no,22,527,-1,0,unknown,no
3107,37,services,married,no,23,175,-1,0,unknown,no
3108,38,blue-collar,married,no,20,21,-1,0,unknown,no
3109,35,management,single,yes,14,370,-1,0,unknown,no
3110,50,technician,married,no,29,54,-1,0,unknown,no
3111,39,management,married,no,27,63,-1,0,unknown,no
3112,35,management,married,no,27,116,-1,0,unknown,no
3113,36,admin.,divorced,no,27,151,-1,0,unknown,no
3114,28,services,single,no,16,300,-1,0,unknown,no
3115,39,self-employed,married,no,18,48,181,3,failure,no
3116,39,self-employed,married,no,9,217,-1,0,unknown,no
3117,30,blue-collar,single,no,18,727,-1,0,unknown,yes
3118,32,services,married,no,3,193,-1,0,unknown,no
3119,28,technician,married,yes,29,72,261,1,failure,no
3120,47,technician,married,no,9,165,-1,0,unknown,no
3121,53,management,married,no,27,345,-1,0,unknown,no
3122,57,blue-collar,married,no,27,206,-1,0,unknown,no
3123,47,services,married,yes,8,994,-1,0,unknown,yes
3124,56,management,married,no,15,127,-1,0,unknown,no
3125,38,admin.,married,no,2,29,-1,0,unknown,no
3126,52,blue-collar,married,no,9,70,-1,0,unknown,no
3127,46,technician,married,yes,19,40,-1,0,unknown,no
3128,57,blue-collar,married,yes,30,185,-1,0,unknown,no
3129,42,blue-collar,divorced,no,7,64,-1,0,unknown,no
3130,57,unemployed,married,no,19,97,-1,0,unknown,no
3131,51,housemaid,married,no,27,316,-1,0,unknown,no
3132,53,self-employed,married,no,2,125,249,2,failure,no
3133,37,blue-collar,married,no,21,233,-1,0,unknown,no
3134,47,self-employed,divorced,no,20,14,112,4,other,no
3135,48,management,married,no,26,245,-1,0,unknown,yes
3136,39,blue-collar,married,no,7,109,-1,0,unknown,no
3137,42,blue-collar,married,yes,11,429,-1,0,unknown,no
3138,36,management,married,no,26,133,-1,0,unknown,no
3139,34,technician,single,no,8,70,-1,0,unknown,no
3140,61,retired,married,no,13,118,-1,0,unknown,no
3141,32,admin.,single,no,4,1579,246,4,failure,yes
3142,35,blue-collar,single,yes,7,29,-1,0,unknown,no
3143,54,blue-collar,married,no,23,173,-1,0,unknown,no
3144,31,management,married,no,28,13,-1,0,unknown,no
3145,45,technician,divorced,no,17,183,338,2,failure,no
3146,32,housemaid,married,no,18,175,-1,0,unknown,no
3147,52,unemployed,married,no,9,123,-1,0,unknown,no
3148,36,admin.,single,no,18,288,137,1,other,no
3149,31,services,married,no,6,19,-1,0,unknown,no
3150,53,technician,married,no,13,136,-1,0,unknown,no
3151,43,entrepreneur,married,no,13,437,-1,0,unknown,no
3152,47,housemaid,married,no,10,1225,-1,0,unknown,no
3153,46,blue-collar,married,no,21,526,-1,0,unknown,no
3154,34,management,divorced,no,7,91,-1,0,unknown,no
3155,55,technician,single,no,8,123,-1,0,unknown,no
3156,23,admin.,single,no,6,62,-1,0,unknown,no
3157,75,blue-collar,married,no,11,865,190,1,failure,no
3158,58,admin.,married,no,4,82,-1,0,unknown,no
3159,35,admin.,married,no,20,219,133,1,failure,no
3160,27,management,married,no,22,569,-1,0,unknown,yes
3161,24,technician,married,no,18,460,-1,0,unknown,yes
3162,48,admin.,married,no,5,238,-1,0,unknown,no
3163,31,technician,single,no,22,346,-1,0,unknown,no
3164,57,technician,married,no,19,161,-1,0,unknown,no
3165,53,management,married,no,28,51,-1,0,unknown,no
3166,42,blue-collar,married,no,20,37,-1,0,unknown,no
3167,50,entrepreneur,married,yes,7,141,297,2,other,no
3168,59,admin.,married,no,30,173,-1,0,unknown,no
3169,38,services,married,no,28,66,-1,0,unknown,no
3170,39,blue-collar,married,yes,6,209,-1,0,unknown,no
3171,28,blue-collar,single,no,30,1011,-1,0,unknown,no
3172,55,management,divorced,no,8,147,298,3,failure,no
3173,33,technician,single,no,25,88,-1,0,unknown,no
3174,36,blue-collar,single,no,12,52,-1,0,unknown,no
3175,38,admin.,divorced,no,17,544,-1,0,unknown,no
3176,28,admin.,single,no,12,360,181,5,success,yes
3177,32,management,single,no,11,95,-1,0,unknown,no
3178,35,admin.,married,yes,25,322,-1,0,unknown,no
3179,58,technician,married,no,20,106,-1,0,unknown,no
3180,30,services,married,no,9,20,-1,0,unknown,no
3181,33,blue-collar,married,no,14,178,365,5,other,no
3182,36,blue-collar,married,no,12,325,-1,0,unknown,no
3183,32,services,married,yes,19,343,-1,0,unknown,no
3184,34,management,single,no,25,213,-1,0,unknown,yes
3185,42,admin.,married,yes,19,193,-1,0,unknown,no
3186,41,management,married,yes,18,168,-1,0,unknown,no
3187,63,retired,married,no,25,423,-1,0,unknown,yes
3188,38,admin.,divorced,no,6,218,-1,0,unknown,no
3189,54,blue-collar,married,no,20,158,-1,0,unknown,no
3190,39,services,married,no,17,433,-1,0,unknown,no
3191,46,blue-collar,married,no,20,252,-1,0,unknown,no
3192,37,technician,married,no,1,175,-1,0,unknown,no
3193,76,retired,divorced,no,12,192,-1,0,unknown,no
